name,position,latitude,longitude,species,transect
807,N38.56905 W121.76190,38.56905,-121.7619,A. speciosa,3
808,N38.56900 W121.76191,38.569,-121.76191,A. speciosa,3
809,N38.56895 W121.76193,38.56895,-121.76193,A. speciosa,3
810,N38.56885 W121.76197,38.56885,-121.76197,A. speciosa,3
811,N38.56880 W121.76200,38.5688,-121.762,A. speciosa,3
812,N38.56874 W121.76201,38.56874,-121.76201,A. speciosa,3
813,N38.56868 W121.76205,38.56868,-121.76205,A. speciosa,3
814,N38.56866 W121.76208,38.56866,-121.76208,A. speciosa,3
815,N38.56863 W121.76214,38.56863,-121.76214,A. speciosa,3
816,N38.56858 W121.76217,38.56858,-121.76217,A. speciosa,3
817,N38.56856 W121.76221,38.56856,-121.76221,A. speciosa,3
818,N38.56852 W121.76223,38.56852,-121.76223,A. speciosa,3
819,N38.56850 W121.76226,38.5685,-121.76226,A. speciosa,3
820,N38.56845 W121.76236,38.56845,-121.76236,A. speciosa,3
821,N38.56841 W121.76243,38.56841,-121.76243,A. speciosa,3
822,N38.56836 W121.76253,38.56836,-121.76253,A. speciosa,3
823,N38.56832 W121.76260,38.56832,-121.7626,A. speciosa,3
824,N38.56830 W121.76266,38.5683,-121.76266,A. speciosa,3
825,N38.56830 W121.76270,38.5683,-121.7627,A. speciosa,3
826,N38.56827 W121.76276,38.56827,-121.76276,A. speciosa,3
827,N38.56828 W121.76285,38.56828,-121.76285,A. speciosa,3
828,N38.56830 W121.76286,38.5683,-121.76286,A. speciosa,3
829,N38.56827 W121.76296,38.56827,-121.76296,A. speciosa,3
830,N38.56824 W121.76304,38.56824,-121.76304,A. speciosa,3
831,N38.56824 W121.76305,38.56824,-121.76305,A. speciosa,3
832,N38.56825 W121.76308,38.56825,-121.76308,A. speciosa,3
833,N38.56825 W121.76318,38.56825,-121.76318,A. speciosa,3
834,N38.56824 W121.76329,38.56824,-121.76329,A. speciosa,3
835,N38.56822 W121.76333,38.56822,-121.76333,A. speciosa,3
836,N38.56822 W121.76342,38.56822,-121.76342,A. speciosa,3
837,N38.56823 W121.76345,38.56823,-121.76345,A. speciosa,3
838,N38.56822 W121.76352,38.56822,-121.76352,A. speciosa,3
839,N38.56819 W121.76361,38.56819,-121.76361,A. speciosa,3
840,N38.56817 W121.76369,38.56817,-121.76369,A. speciosa,3
